plate,position,well,Z-score R1: normalized_r1_ch1,Z-score R2: normalized_r2_ch1,Z-score R3: normalized_r3_ch1,GeneID,GeneSymbol,Median,Significance,Antibody
7,5,A05,-4.114,-2.707,-3.734,NM_199339,LOC374768,-3.734,1,L243
12,7,A07,-2.992,-2.604,-3.231,NM_032214,SLA2,-2.992,1,L243
2,84,G12,-2.108,-1.98,-2.516,NM_020314,MGC16824,-2.108,1,L243
11,43,D07,-2.6,-2.05,-2.348,XM_375148,LOC400299,-2.348,1,L243
7,45,D09,-1.944,-1.926,-1.999,XM_379803,LOC402477,-1.944,1,L243
5,44,D08,-2.529,-1.984,-1.969,NM_005160,ADRBK2,-1.984,1,L243
4,56,E08,-1.926,1.389,-1.92,XM_379454,LOC401284,-1.92,1,L243
7,95,H11,-2.345,-2.09,-1.892,XM_376591,LOC401322,-2.09,1,L243
4,57,E09,1.912,2.44,0.996,XM_376554,LOC401285,1.912,1,L243
7,31,C07,1.218,1.532,1.003,XM_377834,LOC402167,1.218,1,L243
4,69,F09,1.456,1.738,1.012,XM_116036,LOC200959,1.456,1,L243
7,46,D10,1.029,1.275,1.11,XM_374437,LOC392670,1.11,1,L243
1,83,G11,1.06,2.309,1.167,NM_033387,C9ORF59,1.167,1,L243
2,51,E03,2.225,2.303,1.179,NM_022090,LOC63920,2.225,1,L243
4,44,D08,1.866,-1.984,1.195,XM_378421,LOC400144,1.195,1,L243
2,28,C04,1.102,0.986,1.2,NM_024762,ZNF552,1.102,1,L243
1,4,A04,1.039,1.576,1.214,NM_018467,MDS032,1.214,1,L243
5,76,G04,1.708,1.574,1.226,NM_003467,CXCR4,1.574,1,L243
7,33,C09,1.29,1.03,1.231,XM_377837,LOC402170,1.231,1,L243
10,23,B11,1.192,1.275,1.25,XM_065278,LOC129521,1.25,1,L243
5,77,G05,1.277,2.264,1.259,NM_000960,PTGIR,1.277,1,L243
7,18,B06,1.947,0.967,1.263,NM_207445,FLJ39531,1.263,1,L243
5,56,E08,1.289,1.389,1.267,NM_138697,TAS1R1,1.289,1,L243
1,28,C04,1.06,1.524,1.274,NM_022050,SCAND2,1.274,1,L243
8,82,G10,1.389,1.967,1.3,NM_080678,NCE2,1.389,1,L243
5,89,H05,1.812,2.122,1.307,NM_032773,LRCH3,1.812,1,L243
2,57,E09,1.079,0.956,1.328,XM_375557,C19ORF29,1.079,1,L243
5,95,H11,1.187,1.705,1.339,NM_032868,FLJ14981,1.339,1,L243
4,75,G03,1.964,-1.897,1.351,XM_374020,LOC375295,1.351,1,L243
4,67,F07,1.567,1.929,1.381,XM_114317,LOC200916,1.567,1,L243
2,54,E06,1.671,2.589,1.381,NM_022156,PP3111,1.671,1,L243
10,22,B10,1.164,1.159,1.383,XM_060417,LOC127295,1.164,1,L243
5,63,F03,1.083,1.721,1.387,NM_002240,KCNJ6,1.387,1,L243
1,5,A05,1.761,1.424,1.393,NM_017929,PEX26,1.424,1,L243
5,54,E06,1.596,1.623,1.395,NM_001053,SSTR5,1.596,1,L243
3,89,H05,1.26,1.675,1.426,NM_022917,NOL6,1.426,1,L243
4,65,F05,1.349,2.702,1.453,XM_292700,LOC342808,1.453,1,L243
7,30,C06,1.049,2.029,1.459,XM_377832,LOC402166,1.459,1,L243
3,32,C08,1.615,1.921,1.465,NM_001415,EIF2S3,1.615,1,L243
4,15,B03,1.349,1.038,1.497,NM_173602,FLJ34278,1.349,1,L243
5,17,B05,1.132,1.582,1.497,NM_003610,RAE1,1.497,1,L243
5,93,H09,1.522,1.897,1.497,NM_032822,FLJ14668,1.522,1,L243
9,36,C12,0.982,2.871,1.5,XM_085833,LOC147646,1.5,1,L243
4,60,E12,1.598,2.294,1.525,XM_293293,LOC347359,1.598,1,L243
3,92,H08,1.08,2.304,1.535,NM_023112,OTUB2,1.535,1,L243
1,56,E08,0.995,1.543,1.567,NM_144994,ANKRD23,1.543,1,L243
4,83,G11,1.573,1.656,1.568,XM_295007,LOC339583,1.573,1,L243
5,83,G11,1.724,1.656,1.65,NM_207312,LOC112714,1.656,1,L243
3,60,E12,1.36,2.202,1.687,NM_002261,KLRC3,1.687,1,L243
3,88,H04,1.035,2.514,1.687,XM_372823,OR2L2,1.687,1,L243
10,60,E12,1.041,1.428,1.693,NM_032664,FUT10,1.428,1,L243
7,93,H09,1.806,1.82,1.694,XM_371923,LOC389523,1.806,1,L243
4,95,H11,1.813,1.705,1.708,XM_098828,LOC157813,1.708,1,L243
7,47,D11,1.068,1.716,1.739,XM_379839,LOC402508,1.716,1,L243
9,46,D10,1.329,2.354,1.743,NM_032916,MGC16279,1.743,1,L243
6,17,B05,1.969,2.306,1.744,NM_031288,HMGA1L4,1.969,1,L243
1,31,C07,1.364,1.913,1.774,XM_210022,GARNL1,1.774,1,L243
1,51,E03,1.492,1.437,1.792,XM_095168,EZI,1.492,1,L243
10,71,F11,0.982,1.356,1.81,NM_032680,MGC4266,1.356,1,L243
4,35,C11,2.542,1.414,1.818,XM_373556,LOC387898,1.818,1,L243
11,84,G12,1.49,2.473,1.818,NM_022834,WARP,1.818,1,L243
1,84,G12,1.457,2.464,1.835,NM_182600,LOC286359,1.835,1,L243
1,58,E10,2.522,2.698,1.835,NM_194295,DKFZP434I1020,2.522,1,L243
5,33,C09,1.265,2.744,1.845,NM_014203,AP2A1,1.845,1,L243
11,95,H11,1.303,2.171,1.855,XM_372866,LOC391248,1.855,1,L243
8,69,F09,1.071,1.905,1.87,NM_173351,OR6B3,1.87,1,L243
1,48,D12,1,1.647,1.878,NM_153236,HIAN7,1.647,1,L243
3,72,F12,1.984,1.847,1.884,NM_001867,COX7C,1.884,1,L243
7,65,F05,1.718,1.161,1.885,NM_001004053,ACTBL1,1.718,1,L243
5,87,H03,1.027,1.414,1.903,NM_052880,MGC17330,1.414,1,L243
8,93,H09,1.201,1.983,1.914,NM_144641,FLJ32332,1.914,1,L243
3,35,C11,1.119,2.164,1.914,NM_013292,HUMMLC2B,1.914,1,L243
3,59,E11,0.982,1.273,1.926,NM_012314,KIR2DS4,1.273,1,L243
2,95,H11,1.815,1.722,1.943,NM_018379,FLJ11280,1.815,1,L243
8,23,B11,1.602,1.483,1.95,XM_371330,LOC388720,1.602,1,L243
10,72,F12,1.922,2.335,1.96,XM_376830,KIAA0258,1.96,1,L243
4,71,F11,1.273,1.145,1.973,XM_292810,LOC342970,1.273,1,L243
3,45,D09,2.6,2.285,1.98,NM_012104,BACE1,2.285,1,L243
5,40,D04,1.247,1.778,1.983,XM_290732,RNF157,1.778,1,L243
7,72,F12,1.58,1.624,1.985,XM_116936,LOC196541,1.624,1,L243
1,6,A06,2.215,1.801,1.986,NM_018090,FLJ10420,1.986,1,L243
10,65,F05,-12.176,1.452,1.988,NM_152266,MGC32020,1.452,1,L243
1,19,B07,1.947,1.845,1.992,NM_018009,TAPBPL,1.947,1,L243
10,78,G06,0.916,1.524,1.995,NM_032425,KIAA1822,1.524,1,L243
8,83,G11,1.526,2.638,2.001,NM_144775,SMCR8,2.001,1,L243
5,59,E11,1.436,1.431,2.026,NM_019599,TAS2R1,1.436,1,L243
1,95,H11,1.306,2.162,2.039,NM_194310,LOC284837,2.039,1,L243
2,32,C08,1.179,2.117,2.045,NM_024023,UNKL,2.045,1,L243
7,56,E08,1.425,1.539,2.049,XM_379046,LOC400923,1.539,1,L243
1,71,F11,1,2.447,2.051,NM_006064,RRAGB,2.051,1,L243
2,80,G08,0.929,2.086,2.086,NM_020177,FEM1C,2.086,1,L243
11,9,A09,1.593,1.931,2.117,NM_012137,DDAH1,1.931,1,L243
8,92,H08,0.968,1.5,2.122,NM_138805,FAM3D,1.5,1,L243
5,60,E12,1.528,2.294,2.125,NM_005272,GNAT2,2.125,1,L243
10,46,D10,1.232,2.037,2.141,XM_378052,LOC402357,2.037,1,L243
6,87,H03,1.682,1.57,2.151,NM_003128,SPTBN1,1.682,1,L243
1,72,F12,1.482,2.424,2.173,XM_378858,LOC339539,2.173,1,L243
3,10,A10,1.797,2.629,2.179,NM_023068,SN,2.179,1,L243
1,82,G10,2.036,2.682,2.179,XM_379594,LOC286149,2.179,1,L243
7,66,F06,2.672,2.219,2.181,NM_001004054,POTE2,2.219,1,L243
4,89,H05,1.537,2.122,2.182,XM_291200,LOC340221,2.122,1,L243
6,69,F09,1.503,1.167,2.194,NM_032266,C2ORF16,1.503,1,L243
1,60,E12,1.687,2.78,2.219,XM_378517,MGC15885,2.219,1,L243
1,89,H05,2.205,2.593,2.236,NM_173667,FLJ37543,2.236,1,L243
9,91,H07,1.289,2.822,2.238,NM_020637,FGF22,2.238,1,L243
2,35,C11,1.841,2.003,2.255,NM_022762,FLJ22318,2.003,1,L243
2,45,D09,1.277,1.978,2.295,NM_022573,TSPY2,1.978,1,L243
4,91,H07,1.807,2.037,2.304,XM_294219,LOC346355,2.037,1,L243
1,76,G04,1.338,2.227,2.305,NM_178557,FLJ37478,2.227,1,L243
5,72,F12,1.002,2.175,2.32,NM_004154,P2RY6,2.175,1,L243
5,91,H07,1.336,2.037,2.326,NM_032786,FLJ14451,2.037,1,L243
6,70,F10,1.508,1.515,2.329,NM_032269,DKFZP434I099,1.515,1,L243
11,48,D12,1.1,2.41,2.348,NM_133466,ZNF545,2.348,1,L243
6,56,E08,1.282,1.412,2.42,NM_058163,DT1P1A10,1.412,1,L243
5,23,B11,1.713,2.346,2.441,NM_002676,PMM1,2.346,1,L243
5,57,E09,2.068,2.44,2.441,NM_000160,GCGR,2.44,1,L243
5,78,G06,1.579,1.881,2.501,NM_000316,PTHR1,1.881,1,L243
2,92,H08,1.091,3.351,2.547,NM_022052,NXF3,2.547,1,L243
3,22,B10,1.871,2.202,2.576,NM_024016,HOXB8,2.202,1,L243
6,95,H11,1.077,2.223,2.59,NM_015912,LOC51059,2.223,1,L243
10,95,H11,1.368,2.383,2.617,NM_025155,FLJ11848,2.383,1,L243
5,65,F05,1.607,2.702,2.619,NM_000912,OPRK1,2.619,1,L243
2,90,H06,1.48,2.647,2.624,NM_020131,C1ORF6,2.624,1,L243
7,89,H05,2.364,2.322,2.683,XM_372840,LOC391209,2.364,1,L243
4,93,H09,1.778,1.897,2.695,XM_209889,LOC286076,1.897,1,L243
9,90,H06,1.581,2.744,2.722,NM_012149,DUX5,2.722,1,L243
6,83,G11,1.144,1.625,2.725,NM_007130,ZNF41,1.625,1,L243
6,36,C12,1.798,1.601,2.756,NM_152540,SCFD2,1.798,1,L243
9,84,G12,1.886,3.071,2.772,NM_016304,C15ORF15,2.772,1,L243
1,27,C03,1.603,2.28,2.783,NM_015590,FLJ20249,2.28,1,L243
4,72,F12,1.298,2.175,2.841,NM_198552,MGC15887,2.175,1,L243
8,87,H03,1.091,2.256,2.849,NM_148178,C9ORF23,2.256,1,L243
9,17,B05,1.886,3.744,2.86,NM_024111,MGC4504,2.86,1,L243
11,70,F10,3.621,3.961,2.9,XM_374179,LOC389422,3.621,1,L243
6,46,D10,1.258,1.702,2.918,XM_379133,LOC151121,1.702,1,L243
5,88,H04,3.535,2.632,2.93,NM_025077,TOE1,2.93,1,L243
4,88,H04,3.289,2.632,2.95,XM_294093,LOC346171,2.95,1,L243
5,34,C10,0.971,2.653,2.955,NM_004318,ASPH,2.653,1,L243
11,46,D10,1.364,4.098,3.013,NM_004341,CAD,3.013,1,L243
5,58,E10,2.011,2.555,3.059,NM_000865,HTR1E,2.555,1,L243
7,84,G12,1.887,3.214,3.095,XM_371478,LOC388927,3.095,1,L243
1,15,B03,2.513,2.924,3.164,NM_018124,RFWD3,2.924,1,L243
9,95,H11,1.9,2.701,3.195,NM_014471,SPINK4,2.701,1,L243
1,96,H12,2.259,1.975,3.257,NM_174977,SEC14L4,2.259,1,L243
2,60,E12,2.121,2.907,3.32,NM_021196,SLC4A5,2.907,1,L243
6,93,H09,1.969,2.458,3.808,NM_016045,C20ORF45,2.458,1,L243
9,35,C11,2.823,3.689,3.84,XM_378675,LOC147093,3.689,1,L243
6,82,G10,2.141,2.678,3.874,NM_006973,ZNF32,2.678,1,L243
6,39,D03,2.538,3.709,3.984,NM_174909,MGC23909,3.709,1,L243
5,75,G03,-2.095,-1.897,-1.756,NM_006143,GPR19,-1.897,1,L243
5,52,E04,-3.056,-2.072,-1.388,NM_000839,GRM2,-2.072,1,L243
6,67,F07,-2.817,-2.351,-0.756,NM_032206,NOD27,-2.351,1,L243
4,63,F03,0.949,1.721,0.333,XM_293396,LOC347512,0.949,1,L243
2,78,G06,1.334,1.689,0.387,NM_020161,DKFZP547H025,1.334,1,L243
4,76,G04,1.215,1.574,0.436,NM_198999,PRES,1.215,1,L243
2,30,C06,1.114,1.112,0.54,NM_022659,EBF2,1.112,1,L243
4,77,G05,1.298,2.264,0.669,NM_198572,MGC61633,1.298,1,L243
2,15,B03,0.971,1.525,0.704,NM_024640,FLJ23476,0.971,1,L243
4,51,E03,1.531,1.127,0.751,XM_375491,LOC400622,1.127,1,L243
11,33,C09,1.298,2.09,0.788,NM_005594,NACA,1.298,1,L243
3,96,H12,1.428,2.196,0.811,NM_024329,EFHD2,1.428,1,L243
1,87,H03,2.724,0.945,NA,NM_173695,FLJ36601,1.8345,1,L243
1,22,B10,1.211,1.136,NA,NM_017777,FLJ20345,1.1735,1,L243
7,39,D03,1.275,1.282,NA,XM_372035,LOC389643,1.2785,1,L243
8,84,G12,1.53,1.424,NA,NM_205545,UNQ430,1.477,1,L243
7,78,G06,1.379,1.639,NA,NM_207477,FLJ27365,1.509,1,L243
10,15,B03,1.082,1.763,NA,XM_379540,LOC157693,1.4225,1,L243
9,92,H08,0.95,2.209,NA,NM_014402,QP-C,1.5795,1,L243
10,21,B09,1.047,2.23,NA,XM_208809,LOC283726,1.6385,1,L243
7,92,H08,1.323,2.341,NA,XM_376618,LOC401356,1.832,1,L243
12,5,A05,1.026,2.492,NA,NM_018155,FLJ10618,1.759,1,L243
10,88,H04,1.484,2.532,NA,NM_017954,CADPS2,2.008,1,L243
10,90,H06,1.244,2.658,NA,NM_145170,TTC18,1.951,1,L243
7,1,A01,-2.183,-0.79,-1.972,DO,DO,-1.972,1,L243
10,1,A01,-2.047,-0.732,-1.959,DO,DO,-1.959,1,L243
12,1,A01,-2.83,-1.388,-1.852,DO,DO,-1.852,1,L243
2,10,A10,-1.998,-1.148,-1.795,NM_024590,FLJ23548,-1.795,1,L243
2,88,H04,1.013,0.857,1.034,NM_019610,KAT3,1.013,1,L243
4,64,F04,1.549,0.412,1.089,XM_293596,LOC344797,1.089,1,L243
2,53,E05,1.363,0.741,1.138,NM_022130,GOLPH3,1.138,1,L243
4,19,B07,0.99,-1.001,1.142,XM_375316,LOC283887,0.99,1,L243
4,45,D09,1.506,0.695,1.142,XM_372486,LOC390377,1.142,1,L243
7,59,E11,0.914,0.816,1.444,NM_001001524,TM6SF2,0.914,1,L243
4,8,A08,1.64,NA,1.475,XM_209073,LOC284207,1.5575,1,L243
1,90,H06,1.395,0.791,1.516,NM_182594,ZNF454,1.395,1,L243
6,58,E10,1.095,0.665,1.529,NM_052846,EMILIN3,1.095,1,L243
4,82,G10,1.394,-1.165,1.582,NM_198353,KCTD8,1.394,1,L243
7,94,H10,1.161,0.528,1.739,siControl,siControl,1.161,1,L243
3,91,H07,1.513,NA,1.956,NM_023942,MGC3036,1.7345,1,L243
6,92,H08,1.282,0.592,2.082,NM_058222,TECTB,1.282,1,L243
6,32,C08,1.604,0.638,2.203,NM_144715,FLJ25200,1.604,1,L243
10,92,H08,1.467,0.737,2.23,NM_025139,FLJ12584,1.467,1,L243
4,7,A07,0.949,-0.194,2.246,NM_173626,SLC26A11,0.949,1,L243
4,90,H06,2.671,0.392,2.354,XM_291204,LOC340228,2.354,1,L243
10,83,G11,1.261,NA,2.812,NM_032561,C22ORF23,2.0365,1,L243
1,40,D04,-1.706,-1.989,-2.794,XM_167709,C10ORF38,-1.989,1,L243
11,31,C07,-1.566,-1.851,-2.19,XM_379111,LOC285033,-1.851,1,L243
9,51,E03,-0.719,1.026,0.923,NM_033257,DGCR6L,0.923,1,L243
3,52,E04,0.356,0.923,0.925,NM_015412,DKFZP434F2021,0.923,1,L243
7,83,G11,0.854,1.603,0.953,NM_003171,SUPV3L1,0.953,1,L243
11,32,C08,0.867,1.721,0.954,XM_290615,DKFZP762F0713,0.954,1,L243
2,71,F11,0.274,1.428,0.957,NM_020775,KIAA1324,0.957,1,L243
3,82,G10,0.882,1.001,0.96,NM_015575,TNRC15,0.96,1,L243
2,44,D08,-0.075,1.414,0.985,NM_022365,DNAJC1,0.985,1,L243
4,5,A05,0.359,1.355,0.989,NM_173822,MGC39518,0.989,1,L243
5,92,H08,0.851,1.507,0.994,NM_032799,ZDHHC12,0.994,1,L243
10,82,G10,0.531,1.444,0.999,NM_032508,FAM11A,0.999,1,L243
2,19,B07,0.731,1.456,1.006,NM_024688,C10ORF68,1.006,1,L243
3,30,C06,0.421,1.016,1.009,XM_031401,EGFL3,1.009,1,L243
7,40,D04,NA,1.667,1.027,XM_373246,LOC392208,1.347,1,L243
6,75,G03,0.376,1.601,1.036,NM_003271,TM4SF7,1.036,1,L243
3,87,H03,0.875,1.485,1.037,NM_015607,DKFZP547E1010,1.037,1,L243
5,46,D10,0.819,1.154,1.045,NM_005201,CCR8,1.045,1,L243
2,46,D10,0.75,1.06,1.048,NM_024323,MGC11271,1.048,1,L243
10,57,E09,0.671,1.126,1.048,XM_047499,RNF187,1.048,1,L243
1,80,G08,0.274,1.206,1.05,NM_173680,MGC33584,1.05,1,L243
11,76,G04,0.362,2.395,1.056,XM_376587,LOC401316,1.056,1,L243
2,47,D11,-0.522,1.519,1.062,NM_033440,ELA2A,1.062,1,L243
5,96,H12,0.556,1.524,1.062,NM_080861,SSB3,1.062,1,L243
10,36,C12,0.12,1.184,1.065,XM_378321,LOC399972,1.065,1,L243
11,7,A07,0.216,0.912,1.073,NM_001302,CORT,0.912,1,L243
11,75,G03,-0.022,1.784,1.073,NM_201589,MAFA,1.073,1,L243
12,27,C03,0.136,1.658,1.074,NM_020904,PLEKHA4,1.074,1,L243
6,88,H04,0.717,1.175,1.077,NM_003136,SRP54,1.077,1,L243
10,41,D05,0.209,0.999,1.081,XM_379648,LOC401539,0.999,1,L243
4,53,E05,0.44,2.382,1.081,NM_213720,C22ORF16,1.081,1,L243
1,63,F03,0,1.451,1.085,NM_014143,PDCD1LG1,1.085,1,L243
8,46,D10,0.511,1.516,1.086,NM_206966,MGC23985,1.086,1,L243
9,10,A10,-0.063,2.091,1.091,NM_031443,CCM2,1.091,1,L243
11,28,C04,-0.459,0.93,1.098,NM_025163,SMP3,0.93,1,L243
5,27,C03,0.461,1.259,1.103,NM_002692,POLE2,1.103,1,L243
10,45,D09,0.544,1.348,1.105,XM_379635,LOC401506,1.105,1,L243
3,79,G07,0.579,1.867,1.105,NM_015558,SS18L1,1.105,1,L243
2,77,G05,0.837,1.251,1.111,NM_020657,ZNF304,1.111,1,L243
11,87,H03,-0.303,1.504,1.123,NM_015916,FAM26B,1.123,1,L243
2,8,A08,NA,1.655,1.124,NM_024573,C6ORF211,1.3895,1,L243
2,21,B09,-0.184,1.068,1.131,NM_024705,FLJ13639,1.068,1,L243
4,46,D10,NA,1.154,1.135,XM_370865,LOC388122,1.1445,1,L243
5,35,C11,0.662,1.414,1.136,NM_001683,ATP2B2,1.136,1,L243
11,21,B09,0.421,1.271,1.14,NM_139247,ADCY4,1.14,1,L243
12,90,H06,0.44,0.927,1.141,NM_006952,UPK1B,0.927,1,L243
9,18,B06,0.401,1.691,1.141,NM_032015,RNF26,1.141,1,L243
2,23,B11,0.081,1.477,1.145,NM_024709,FLJ14146,1.145,1,L243
3,90,H06,0.78,1.161,1.153,NM_023070,LOC65243,1.153,1,L243
5,39,D03,0.138,0.938,1.169,XM_376365,LOC116349,0.938,1,L243
11,53,E05,-0.073,1.705,1.173,XM_292957,LOC344165,1.173,1,L243
5,36,C12,0.774,1.065,1.194,NM_138444,KCTD12,1.065,1,L243
1,9,A09,0.391,1.705,1.194,NM_018178,GPP34R,1.194,1,L243
5,67,F07,0.864,1.929,1.194,NM_012360,OR1F1,1.194,1,L243
10,76,G04,0.329,1.484,1.218,NM_172020,POM121,1.218,1,L243
9,57,E09,0.551,1.963,1.222,NM_032358,MGC13183,1.222,1,L243
2,69,F09,-0.453,1.068,1.234,NM_020674,CYP20A1,1.068,1,L243
12,43,D07,-0.334,1.166,1.235,XM_371501,MGC22014,1.166,1,L243
6,41,D05,0.827,1.1,1.238,NM_144704,FLJ30473,1.1,1,L243
8,64,F04,0.113,1.313,1.243,NM_001005217,FRG2,1.243,1,L243
5,41,D05,0.529,1.065,1.251,XM_087672,KIAA1935,1.065,1,L243
2,4,A04,0.718,1.308,1.254,NM_030763,NSBP1,1.254,1,L243
10,32,C08,0.309,2.195,1.265,XM_374836,LOC399815,1.265,1,L243
4,18,B06,0.742,2.091,1.27,NM_173610,FLJ33768,1.27,1,L243
2,56,E08,0.712,1.016,1.281,NM_021224,ZNF462,1.016,1,L243
2,43,D07,0.8,1.795,1.281,NM_022898,BCL11B,1.281,1,L243
11,34,C10,0.148,1.037,1.288,NM_003086,SNAPC4,1.037,1,L243
4,36,C12,0.756,1.065,1.3,XM_378340,LOC400004,1.065,1,L243
11,78,G06,0.198,2.848,1.304,XM_374386,LOC392617,1.304,1,L243
9,70,F10,0.482,1.407,1.319,NM_014669,NUP93,1.319,1,L243
9,60,E12,-0.322,0.969,1.327,NM_004247,U5-116KD,0.969,1,L243
6,6,A06,0.613,1.671,1.327,NM_025091,CXYORF2,1.327,1,L243
11,77,G05,0.054,1.916,1.328,XM_380012,LOC402670,1.328,1,L243
5,15,B03,0.406,1.038,1.331,NM_003513,HIST1H2AB,1.038,1,L243
9,87,H03,0.087,2.385,1.335,NM_016305,SS18L2,1.335,1,L243
3,46,D10,0.787,2.298,1.341,NM_014333,IGSF4,1.341,1,L243
9,48,D12,0.124,1.282,1.343,NM_182482,BAGE2,1.282,1,L243
11,23,B11,0.191,1.028,1.345,NM_021915,ZNF69,1.028,1,L243
5,51,E03,0.616,1.127,1.355,NM_017790,RGS3,1.127,1,L243
7,19,B07,0.567,1.785,1.358,NM_207447,UNQ9370,1.358,1,L243
5,71,F11,0.365,1.145,1.363,NM_001337,CX3CR1,1.145,1,L243
2,5,A05,-0.089,1.344,1.381,NM_024508,ZBED2,1.344,1,L243
1,30,C06,0.23,0.981,1.387,NM_138332,C21ORF41,0.981,1,L243
9,79,G07,-0.586,1.512,1.39,NM_004728,DDX21,1.39,1,L243
1,77,G05,NA,2.233,1.4,XM_379270,CSN1S2A,1.8165,1,L243
3,43,D07,0.572,1.71,1.406,NM_012121,CDC42EP4,1.406,1,L243
